id	date	text
2296	2013-06-20	This measure responds to inflation just as the C-CPI-U does, but, in contrast, it also responds to changes in the nation''s resources, as measured by real G.D.P. There could also be corrections for other factors, like the dependency ratio, which compares the number of ""dependents"" (retired people and children) to the number of working adults."
2297	2013-06-20	Before 1972, Social Security wasn''t indexed at all, and there was little public talk about tying it to inflation despite periodic, inflation-induced disasters for retirees."
2298	2013-06-20	As a matter of fact, total Social Security benefits more than kept up with the rapid G.D.P. growth in the couple of decades before they were indexed to inflation ."
2299	2013-06-20	The revised budget also includes around 9 trillion rupiah for a cash compensation program for poor Indonesian families to cushion the blow from the subsidy decision and a resulting increase in inflation , as was done when gasoline prices were raised in 2008."
2300	2013-06-20	The revised state budget includes the renewal of a cash compensation program for poor Indonesian families to cushion the blow from the subsidy decision and a resulting increase in inflation , as was done when gasoline prices were raised in 2008."
2301	2013-06-20	The revised budget also includes around 9 trillion rupiah for a cash compensation program for poor Indonesian families to cushion the blow from the subsidy decision and a resulting increase in inflation , as was done when gasoline prices were raised in 2008."
2302	2013-06-20	The revised state budget includes the renewal of a cash compensation program for poor Indonesian families to cushion the blow from the subsidy decision and a resulting increase in inflation , as was done when gasoline prices were raised in 2008."
2303	2013-06-20	And he pointed out that under the European Central Bank, inflation has been lower than it was with the deutsche mark."
2304	2013-06-20	When Mr. Volcker took the helm of the Federal Reserve in 1979, inflation neared 12 percent – a catastrophe by American standards."
2305	2013-06-20	In 1986 he brought inflation below 2 percent."
2306	2013-06-20	But now mainstream economists like Kenneth Rogoff at Harvard are pressing the case that ""a sustained burst of moderate inflation is not something to worry about."""
2307	2013-06-20	The prescription fits the worldview of some ""monetarist"" economists, who argue that the Fed should set a higher target for the nominal gross domestic product, to be met through real economic growth and inflation ."
2308	2013-06-20	Conservative pundits like Josh Barro of Business Insider have welcomed inflation as the right''s answer to fiscal stimulus – a way to juice the economy without increasing government spending."
2309	2013-06-20	Paul Krugman, a Nobel laureate and liberal columnist for The New York Times, has been writing about the benefits of higher inflation , arguing that policy makers should be using any available tool – fiscal or monetary – to try to reduce an unemployment rate stubbornly stuck at more than 7.5 percent for over four years."
2310	2013-06-20	To be sure, economists agree that inflation is no panacea."
2311	2013-06-20	Higher inflation does not produce more growth or lower unemployment over the long term."
2312	2013-06-20	That is why central bankers work so hard to ""anchor"" inflation expectations to a number."
2313	2013-06-20	But economists have also come to understand that an economy can suffer from too little inflation as well."
2314	2013-06-20	Janet Yellen, the Fed''s current vice chairwoman, convinced Alan Greenspan more than 15 years ago, when she was serving an earlier term on the Fed, that setting zero inflation as a target was a bad idea that would complicate the necessary adjustment of relative prices in the economy."
2315	2013-06-20	The experience of the Great Recession over the last five years has persuaded many economists, among them Olivier Blanchard , the chief economist at the International Monetary Fund, that a higher inflation target in good times would allow central banks to do more to fix things when the economy went bad."
2316	2013-06-20	With inflation anchored at 2 percent, real interest rates could fall no further than a negative 2 percent, hitting a floor when the nominal interest rate reached zero."
2317	2013-06-20	These arguments apply to steady-state inflation in normal times."
2318	2013-06-20	But with the economy still mired in the mud, and the odds of more fiscal stimulus near zero, economists like Mr. Rogoff and Gregory Mankiw of Harvard want to give the monetary screw another turn and have called on the Fed to engineer higher inflation now, aiming for maybe 4 percent or even 6 percent."
2319	2013-06-20	This measure responds to inflation just as the C-CPI-U does, but, in contrast, it also responds to changes in the nation''s resources, as measured by real G.D.P. There could also be corrections for other factors, like the dependency ratio, which compares the number of ""dependents"" (retired people and children) to the number of working adults."
2320	2013-06-20	Before 1972, Social Security wasn''t indexed at all, and there was little public talk about tying it to inflation despite periodic, inflation-induced disasters for retirees."
2321	2013-06-20	As a matter of fact, total Social Security benefits more than kept up with the rapid G.D.P. growth in the couple of decades before they were indexed to inflation ."
2322	2013-06-20	Providing additional bailouts without such budget pressure would only encourage further profligacy, the Germans contend, and it could set off inflation ."
2323	2013-07-20	There are many ways to judge house price inflation ."
2324	2013-07-20	Former Bank of England adviser Kate Barker wrote a report for Gordon Brown that said Britain needed around 400-00-200 extra homes a year to keep house price rises in line with general inflation of 2%."
2325	2013-07-20	For example, the current story in Colombia appears to be that the country''s government, now under the well-regarded management of President Juan Manuel Santos, has brought down inflation and interest rates to developed-country levels, while all but eliminating the threat posed by the Farc rebels, thereby injecting new vitality into the Colombian economy."
2326	2013-07-20	Later, some investors feared that governments would unleash inflation to ease the burden of soaring public debt and address persistent unemployment."
2327	2013-07-20	With the Fed underscoring its strong anti-inflation bias, it is harder to argue that investors need gold as a hedge against high inflation ."
2328	2013-07-20	The US dollar is widely used in Latin America as a guard against inflation – but Washington''s options are limited Bags of candy floss with fake dollar bills on sale in Ecuador, one of the Latin American countries which uses the US currency."
2329	2013-07-20	The US dollar is widely used in Latin America, where it has traditionally been seen as a more reliable guard against inflation than local currencies."
2330	2013-07-20	Ecuador adopted the US dollar as its official currency in 2000, after the 118-year-old sucre lost credibility amid rampant inflation ."
2331	2013-07-20	It would be wrong to say we can relax now,"" he said, warning of risks from renewed problems in the eurozone, the fallout from the US Federal Reserve''s decision to wind down financial stimulus, and in the UK, rising inflation and tight access to credit."
2332	2013-07-20	Similarly most countries saw confidence pick-up including Germany, France, Italy and Spain . However.... it is hard to see consumers generally lifting their spending markedly in the near term as their confidence is still limited despite improving appreciably to a 23-month high in July while they are still facing generally high unemployment and limited purchasing power (as limited wage growth and tight fiscal policy counters moderate inflation )."
2333	2013-07-20	The data point was the only real item of note in Europe today, as year-on-year inflation for the eurozone came in at 1.6% as expected."
2334	2013-07-20	Current policy is to increase the proportion of the cost of railways paid for by passengers rather than by taxpayers, with fares to rise by 1% above RPI inflation each year until further notice."
2335	2013-07-20	However, it did see an overall 1.8% increase in takings in the 12 weeks to 7 July compared with the same period last year, due to inflation ."
2336	2013-07-20	Previously only Mark Price, chief executive of Waitrose, has broken ranks by admitting food price inflation is inevitable, although his affluent customer base is regarded as being less price sensitive."
2337	2013-07-20	Last month food price inflation rose slightly from 2.4% in May to 2.7% in June."
2338	2013-07-20	Economics UK workers'' wage squeeze is longest since the 1870s High inflation and stagnant pay for many workers mean real wages have fallen for 40 months, according to the TUC A chimney sweep and boy, who was small enough to fit inside narrow passages, pictured in 1877."
2339	2013-07-20	High inflation and stagnant pay for many workers mean that real wages have now fallen for 40 months, according to calculations by the TUC."
2340	2013-07-20	The union group''s calculations, based on Bank of England data , followed news on Tuesday that inflation rose to its highest level for more than a year in June . The consumer prices measure of inflation hit 2.9% and many economists expect it to push higher still in coming months posing a challenge for the new Bank of England governor, Mark Carney, and his fellow policymakers as they look for ways to boost Britain''s fragile recovery while keeping a lid on living costs."
2341	2013-07-20	The union group''s calculations, based on Bank of England data , followed news on Tuesday that inflation rose to its highest level for more than a year in June . The consumer prices measure of inflation hit 2.9% and many economists expect it to push higher still in coming months posing a challenge for the new Bank of England governor, Mark Carney, and his fellow policymakers as they look for ways to boost Britain''s fragile recovery while keeping a lid on living costs."
2342	2013-07-20	The Office for National Statistics (ONS) said the biggest upward pressure on inflation came from petrol and diesel prices, which both rose by around a penny this June but fell in June 2012."
2343	2013-07-20	Economists say there is little prospect of wages outstripping inflation any time soon."
2344	2013-07-20	First, most emerging-market economies were overheating in 2010-2011, with growth above potential and inflation rising and exceeding targets."
2345	2013-07-20	These countries share other weaknesses as well: excessive fiscal deficits, above-target inflation , and stability risk (reflected not only in the recent political turmoil in Brazil and Turkey, but also in South Africa''s labour strife and India''s political and electoral uncertainties)."
2346	2013-07-20	The need to finance the external deficit and to avoid excessive depreciation (and even higher inflation ) calls for raising policy rates or keeping them on hold at high levels."
2347	2013-07-20	What about inflation ?"
2348	2013-07-20	Minsky argued that could end without disaster, if inflation bailed everyone out."
2349	2013-07-20	But if it happened in a period of low inflation , it could feed upon itself and lead to depression."
2350	2013-07-20	But, he said, ""There is always a hesitation about award inflation ."""
2351	2013-07-20	Already, some industry executives worry that wage inflation could eventually prompt them to find less expensive locales."
2352	2013-07-20	Mr. Abe has pledged to revive the Japanese economy, the world''s third-largest, and to foster growth that outstrips renewed inflation of 2 percent."
2353	2013-07-20	And if you think cash is a better alternative, today''s measly savings or money market rates mean that you also get a negative return after factoring in inflation ."
2354	2013-07-20	To emphasize his point, Mr. Lardy highlights how real average interest rates, or household deposit rates as adjusted for consumer price inflation , were negative for the decade that the President Hu Jintao and former Prime Minister Wen Jiabao were in power."
2355	2013-07-20	Already, some industry executives worry that wage inflation could eventually prompt them to find less expensive locales."
2356	2013-07-20	Mr. Abe has pledged to revive the Japanese economy, the world''s third-largest, and to foster growth that outstrips renewed inflation of 2 percent."
2357	2013-07-20	And if you think cash is a better alternative, today''s measly savings or money market rates mean that you also get a negative return after factoring in inflation ."
2358	2013-07-20	To emphasize his point, Mr. Lardy highlights how real average interest rates, or household deposit rates as adjusted for consumer price inflation , were negative for the decade that the President Hu Jintao and former Prime Minister Wen Jiabao were in power."
2359	2013-07-20	To be sure, military pay is a narrow measure, but this comparison offers some support for the view that, on average, gold should keep pace with wage inflation , which, thanks to productivity growth, runs slightly ahead of price inflation."
2360	2013-07-20	To be sure, military pay is a narrow measure, but this comparison offers some support for the view that, on average, gold should keep pace with wage inflation, which, thanks to productivity growth, runs slightly ahead of price inflation ."
2361	2013-07-20	What about inflation ?"
2362	2013-07-20	Minsky argued that could end without disaster, if inflation bailed everyone out."
2363	2013-07-20	But if it happened in a period of low inflation , it could feed upon itself and lead to depression."
2364	2013-07-20	But, he said, ""There is always a hesitation about award inflation ."""
2365	2013-07-20	Reflecting its optimism, the central bank''s policy-setting board left its monetary policy unchanged and stuck to its goal of hitting 2 percent inflation in two years."
2366	2013-07-20	The year-over-year rate of change in consumer prices, excluding fresh food, is still zero, it said, though some indicators suggested a rise in inflation expectations."
2367	2013-08-20	Bank of England Five things we learned from the Bank of England inflation report Interest rates are to remain low, but what does that say about economic recovery, inflation and house prices?"
2368	2013-08-20	Bank of England Five things we learned from the Bank of England inflation report Interest rates are to remain low, but what does that say about economic recovery, inflation and house prices?"
2369	2013-08-20	Other than a prediction of continued low interest rates, what have we learned from the Bank of England inflation report?"
2370	2013-08-20	High unemployment shows there is slack in the economy that can be deployed without causing inflation . 3."
2371	2013-08-20	 Inflation is not a worry This is not something the Bank of England has explicitly declared in its quarterly inflation report."
2372	2013-08-20	Inflation is not a worry This is not something the Bank of England has explicitly declared in its quarterly inflation report."
2373	2013-08-20	It says monetary policy committee is still watching for any signs of inflation ."
2374	2013-08-20	Global economy India''s rupee hits another record low against US dollar Seen until recently as an inexorably rising economic power, India now looks dangerously exposed to violent market swings As imports become more expensive, the Indian authorities will have to try to control inflation without clobbering growth."
2375	2013-08-20	With the rupee plunging to record lows against the dollar, the authorities in New Delhi face a severe test, trying to control the likely surge in inflation , as imports become more expensive, without clobbering growth."
2376	2013-08-20	A depreciation may be good news in the long term, helping to improve the country''s trade performance; but in the short term, it will boost inflation , adding to the problems of the central bank, which has already been tightening policy to try and bring wage rises under control."
2377	2013-08-20	Much is at stake as we seek to secure this recovery and return inflation to target."""
2378	2013-08-20	Concerns that the current recovery, which has seen GDP rise 0.9% in the first six months of the year, could increase inflation beyond the bank''s 2% target were dismissed by Carney, although he said inflation remained a primary concern."
2379	2013-08-20	Concerns that the current recovery, which has seen GDP rise 0.9% in the first six months of the year, could increase inflation beyond the bank''s 2% target were dismissed by Carney, although he said inflation remained a primary concern."
2380	2013-08-20	 Inflation was unlikely to rise above 3% this year – lower than previous fears of a peak of around 3.5%."
2381	2013-08-20	It seems that Carney has persuaded the committee to side with economists who say that unemployment is a sure sign that the economy remains weak and can generate extra supply without causing inflation ."
2382	2013-08-20	A lower level of unemployment may begin to generate labour shortages in some areas and drive up wages and inflation ."
2383	2013-08-20	When the last inflation figures came out, the first reaction on the market was for the dollar to go up, because there was an instant belief they meant the RBA would not cut rates."
2384	2013-08-20	Clearly that didn''t happen. 5.53am BST And now for the RBA''s conclusion: The Board has previously noted that the inflation outlook could provide some scope to ease policy further, should that be required to support demand."
2385	2013-08-20	The Board will continue to assess the outlook and adjust policy as needed to foster sustainable growth in demand and inflation outcomes consistent with the inflation target over time."
2386	2013-08-20	The Board will continue to assess the outlook and adjust policy as needed to foster sustainable growth in demand and inflation outcomes consistent with the inflation target over time."
2387	2013-08-20	Recent data confirm that inflation has been consistent with the medium-term target."
2388	2013-08-20	The lack of wage inflation is one of the biggest failures of those critics of the current Industrial Relations legislation."
2389	2013-08-20	 Inflation has moderated over recent months in a number of countries."
2390	2013-08-20	So with inflation at the low end, or even below its target band, the RBA has little excuse not to cut rates. 4.46am BST So why is the interest rate cut considered a certainty?"
2391	2013-08-20	First we need to remember the RBA''s job is not just to worry about inflation but also employment and ""economic prosperity""."
2392	2013-08-20	But importantly inflation is under control: Interest rates Photograph: /RBA The CPI figures of last month gave the RBA plenty of room."
2393	2013-08-20	Similarly the overall CPI figure of 2.4% while in the middle of the RBA''s inflation target band of 2%-3% could possibly fall below 2% in the next quarter once the carbon price bounce has washed out."
2394	2013-08-20	What started out as a regional campaign by London Citizens has become a national call to arms . Unlike the national minimum wage (NMW) currently set at £6.19 , the living wage takes into account cost of living factors such as food, public transport, rent and childcare, and is annually inflation adjusted."
2395	2013-08-20	The July fall in inflation was small but significant."
2396	2013-08-20	There was speculation a couple of months ago that one of Carney''s first tasks as governor would be to write to George Osborne explaining why inflation was more than a percentage point above the government''s 2% target."
2397	2013-08-20	That proved overly-pessimistic and after rising to 2.9% in June, inflation edged down to 2.8% in July."
2398	2013-08-20	Martin Beck, analyst at Capital Economics said the upshot is that inflation will be quite close to 2% by the end of the year, considerably lower than the Bank''s own forecast, which shows it still hovering close to 3%."
2399	2013-08-20	Firstly, it will suggest that the long period of above-target inflation is drawing to an end."
2400	2013-08-20	There is only so long a central bank can fail to meet a legally constituted inflation target without losing credibility."
2401	2013-08-20	The second reason falling inflation matters is that it removes one of the obstacles to keeping interest rates low."
2402	2013-08-20	One of those circumstances would be a forecast that inflation in 18-24 months time would be higher than 2.5%."
2403	2013-08-20	The Bank has never forecast inflation of higher than 2.5%, even when it was running at more than 5%, so the chances of it doing so when inflation is coming down seem remote to say the least."
2404	2013-08-20	The Bank has never forecast inflation of higher than 2.5%, even when it was running at more than 5%, so the chances of it doing so when inflation is coming down seem remote to say the least."
2405	2013-08-20	Finally, falling inflation helps ease the squeeze on real incomes, increasing the chances that the recovery seen in recent months will persist."
2406	2013-08-20	Living standards will continue to be eroded during 2013 and early 2014, but by this time next year they could start to rise as inflation falls and a growing economy leads to higher pay settlements."
2407	2013-08-20	Looking at official data over coming months it may be tempting to see inflation as yesterday''s problem but, Britain being Britain, it is likely to be tomorrow''s problem as well."
2408	2013-08-20	As a measure to relieve some pressure, it was announced in the March budget that the price of a pint would be cut by a penny, in a surprise reversal of the chancellor''s commitments to annually increase beer duty by two percentage points above inflation until 2015."
2409	2013-08-20	The Bank has said it will use the quarterly inflation report to respond to the chancellor''s request of what forward guidance might be provided to markets about the timing of changes to policy, and thresholds that might need to be crossed in order for interest rates to be raised or the £375bn quantitative easing programme to be reversed."
2410	2013-08-20	But the Bank is wary about an unemployment threshold, believing the relationship between the jobless rate and inflation to be much less stable than across the pond."
2411	2013-08-20	 Inflation is high so from a food retailer''s perspective, you have to pay a lot in wages, which is going up at double digit rates too."""
2412	2013-08-20	But cracks began to show within the MPC on discussion of the guidance policy when some members voiced concern about the risks from soaring inflation that might be posed."
2413	2013-08-20	These ""knockouts"" included a get-out clause if policymakers were to fear inflation reaching 2.5% or higher in the 18 to 24 months ahead – taking the City by surprise."
2414	2013-08-20	It is unlikely he will arrive at next week''s inflation report press conference in an Aston Martin DB5 or on a zipwire from the Shard, but he could still make a splash."
2415	2013-08-20	Monetarists, paranoid about slaying the inflation dragon, will persist in arguing that rates should already be higher."
2416	2013-08-20	News that US inflation had risen to 2%, from 1.8% a month earlier, and that new jobless claims had fallen to their lowest level since 2007, helped feed fears that the Fed could start to phase out quantitative easing as soon as next month."
2417	2013-08-20	This shy, methodical economist who had been expected to serve as the keeper of Alan Greenspan''s flame – to preserve the Fed''s hard-won success in moderating inflation – emerged under pressure as perhaps the most innovative and daring leader in the Fed''s history."
2418	2013-08-20	For almost three decades, the Fed focused on moderating inflation in the belief that this was the best and only way to help the economy."
2419	2013-08-20	Growth is still tepid, unemployment still too high, inflation still too low."
2420	2013-08-20	Some critics continue to warn – so far, incorrectly – that its efforts will unleash inflation or destabilize financial markets."
2421	2013-08-20	Priced at $800 (nearly $1-90-200 adjusting for inflation ), it could run on four AA batteries and was the last machine for which Bill Gates wrote much of the code."
2422	2013-08-20	Fares rose by 16 percent on top of inflation over the last three years, after falling fairly consistently through the previous decade."
2423	2013-08-20	Priced at $800 (nearly $1-90-200 adjusting for inflation ), it could run on four AA batteries and was the last machine for which Bill Gates wrote much of the code."
2424	2013-08-20	Fares rose by 16 percent on top of inflation over the last three years, after falling fairly consistently through the previous decade."
2425	2013-08-20	This shy, methodical economist who had been expected to serve as the keeper of Alan Greenspan''s flame – to preserve the Fed''s hard-won success in moderating inflation – emerged under pressure as perhaps the most innovative and daring leader in the Fed''s history."
2426	2013-08-20	For almost three decades, the Fed focused on moderating inflation in the belief that this was the best and only way to help the economy."
2427	2013-08-20	Growth is still tepid, unemployment still too high, inflation still too low."
2428	2013-08-20	Some critics continue to warn – so far, incorrectly – that its efforts will unleash inflation or destabilize financial markets."
2429	2013-08-20	Although changes are being slowly introduced, state-owned banks have long been allowed to lend only at low, regulated rates barely above the inflation rate, with the total value of loans controlled by quarterly quotas."
2430	2013-08-20	But for companies'' sales and profits, which determine their ability to repay debts, what really matters is the nominal growth rate, which is real economic growth plus inflation ."
2431	2013-09-20	Noting that growth was slowing and inflation rising, the governor said: ""The adjustment of the UK economy to higher commodity prices and a more realistic pricing of credit will be painful."
2432	2013-09-20	The next year will be a difficult one,"" he predicted, ""with inflation high and output broadly flat."
2433	2013-09-20	But with monetary policy focused on its task of bringing inflation back to the target, we will come through the adjustment."""
2434	2013-09-20	Germany has one of the largest proportions of low earners in Europe – a quarter are on less than €9.54 (£8.15) an hour – and for those at the bottom of the pay scale, wages have failed miserably to keep pace with inflation ."
2435	2013-09-20	at 1.54pm BST 1.46pm BST US inflation data for August has been released, setting the scene for the Federal Reserve''s meeting today and tomorrow."
2436	2013-09-20	We will want to know what the Bank of England will do if it appears that house price inflation is beginning to take off."""
2437	2013-09-20	Any future increases should be based on annualised CPI inflation . • Reduce mandatory rate relief for charities from 80% to 70%, with that extra 10% payment going to a ringfenced local authority fund for community projects."
2438	2013-09-20	The fact that countries can resort to double-digit inflation rates and print their way out of a debt crisis is hardly reassuring."
2439	2013-09-20	Average pay rose at an annual rate of just 1%, or 1.1% including bonuses – well below the 2.8% rate of inflation – suggesting that living standards are still being squeezed."
2440	2013-09-20	That 1.1% rise in weekly earnings (on an annual basis) is well below the inflation rate of 2.8%."
2441	2013-09-20	Little more than two hours later, the outgoing deputy governor of the Bank, Paul Tucker, gave a separate speech in London, stressing that forward guidance does not represent a loosening of the MPC''s inflation target, but will instead allow the Bank to take a ""probing approach"" to policy as the economy recovers."
2442	2013-09-20	The MPC has pledged to postpone increasing interest rates until the unemployment rate falls below 7%, provided inflation and financial stability remain under control."
2443	2013-09-20	Economics blog Bank of England message to inflation soothsayers ... ease your storm Unemployment may be a lagging indicator, but says more about pressure on prices than other measures, goes Broadbent''s line Bank of England''s Ben Broadbent is the first MPC member out of the blocks in the race to convince the central banks doubters this week."
2444	2013-09-20	Analysts are getting agitated about the prospect of rampant inflation because of the pressure on firms to increase output or push up prices."
2445	2013-09-20	Without higher wages inflation will not run away to an extent that it cannot be confronted with policies – like an increase in interest rates – that dampen demand."
2446	2013-09-20	A worker putting in 40 hours a week is £30.30 a week worse off, taking inflation into account, than in 2008."
2447	2013-09-20	Wage rises in 2013 are averaging 2%, while inflation is running at 2.8%."
2448	2013-09-20	The Fed has said it intends to hold short-term rates near zero at least as long as unemployment remains above 6.5 percent and inflation remains under control."
2449	2013-09-20	 Among the factors affecting awareness and intent to view are familiarity with stars and what is known as ""title inflation ."""
2450	2013-09-20	The cost of going to college has been rising faster than inflation as well."
2451	2013-09-20	Despite all this toil, the net worth of the typical American family in the middle of the income distribution fell to $66,000 in 2010 – 6 percent less than in 1989 after inflation ."
2452	2013-09-20	Think of it this way: Demanding a 5 percent return means that a dollar invested today should become at least $1.05 next year after inflation , and a little more than $1.10 the year after that."
2453	2013-10-20	When economist Shaun Richards asked: ""With the dreadful record of the Bank of England on forecasting and inflation targeting shouldn''t you be asking us not vice versa?"""
2454	2013-10-20	Renewable energy projects are an ideal crowdfunding investment because they offer an income from feed-in tariffs driven by inflation rather than eroded by it, says Davies."
2455	2013-10-20	In addition, those same banks are simply not offering returns that keep up with the rate of inflation and nor are they lending to the engine of the economy, SMEs, she adds."
2456	2013-10-20	With inflation running at 2.7% , that means real incomes are two percentage points lower than they were a year ago."
2457	2013-10-20	In that context, surely, any kind of house-price inflation – even the risk of it – is undesirable."
2458	2013-10-20	What we want is even a little bit of price erosion, taking inflation into account."""
2459	2013-10-20	At British Gas, Bentley presided over a period of rapid fuel inflation during which profits increased from £300m to £1.1bn a year, and sales grew by 30% to £14bn."
2460	2013-10-20	On the Fed, Yellen has built a reputation as a ""dove"" – someone who is typically more concerned about keeping interest rates low to reduce unemployment than about raising them to avert high inflation ."
2461	2013-10-20	Her nomination could face resistance from congressional critics who argue that the Fed''s low-rate policies have raised the risk of high inflation and might be encouraging dangerous bubbles in assets like stocks or real estate."
2462	2013-10-20	Still, Yellen has said that when the economy finally begins growing faster and rates will need to be raised to prevent high inflation , she will move in that direction."
2463	2013-10-20	The housing market is recovering from a number of years of very low transactions, with house prices having risen well below the inflation rate."""
2464	2013-10-20	Cost inflation is in line with our expectations and the group''s cash position remains strong."
2465	2013-10-20	The OBR blames the eurozone crisis and the inflation spikes borne of commodity price shocks."
2466	2013-10-20	Commodity inflation is a problem, but has been offset by low wages, which have kept input costs in check. 3."
2467	2013-10-20	If we account for inflation and look at the growth in real terms – the measure often used to define increase in standard of living – Australia has only increased by 5% since 2007."
2468	2013-10-20	Gas and electricity prices have increased by four times the rate of inflation over the past 10 years, according to analysis by the TUC."
2469	2013-10-20	Energy costs rose by 152% from September 2003 to September 2013, compared with the RPI rate of inflation of 38% over the same period, and a 43% increase in the cost of food."
2470	2013-10-20	The hawk worries about inflation and stands for sound money."
2471	2013-10-20	But Yellen goes further than Carney: Last year, for the first time, the Fed announced targets for inflation and unemployment rates on the recommendation of the committee she headed."
2472	2013-10-20	With purchasing power currently being limited by consumer price inflation running well above earnings growth, it is likely that many people are feeling the need to rein in their spending at least temporarily, particularly if they want to build up their funds for spending over the Christmas period."""
2473	2013-10-20	However, prices and price inflation range widely across the capital."
2474	2013-10-20	Photograph: Michael Probst/AP Thursday 31 October 2013 12.31 GMT First published on Thursday 31 October 2013 12.31 GMT Pressure is mounting on the European Central Bank to boost activity in the euro area after the latest figures showed a fresh rise in unemployment, and inflation dropping sharply to a four-year low."
2475	2013-10-20	Meanwhile, separate figures from Eurostat showed the euro area''s inflation rate dropping from 1.1% to 0.7% – well below the ECB''s target of keeping it just under 2%."
2476	2013-10-20	In contrast to Britain, where dearer gas and electricity bills are pushing up the cost of living, cheaper energy was a big factor in reducing inflation across the euro area."
2477	2013-10-20	UK inflation , at 2.7%, is now two percentage points higher than in the single currency zone."
2478	2013-10-20	Chris Towner, director at foreign currency specialists HiFX, said: "" Inflation data from the EU this morning shocked the market as the rate fell alarmingly from 1.1% to just 0.7%, which is the lowest level seen in four years."
2479	2013-10-20	There is certainly a strong case for the ECB to put in place a yet more aggressive monetary easing stance to guard against risks of inflation settling at too low levels."
2480	2013-10-20	Howard Archer, economist at IHS Global Insight, said: ""An inflation rate of 0.7% could easily be seen as warranting an interest rate cut in itself, and the rise in unemployment heaps further pressure on the ECB to act, but we doubt that the bank will do so at its 7 November meeting."
2481	2013-10-20	She encouraged the Federal Reserve to set specific targets for inflation and unemployment, to hold more press conferences to explain their actions, and publish the forecasts of each voting member of the Federal Reserve''s board of governors."
2482	2013-10-20	While Summers faced opposition from the left, Yellen, a Democrat, is already facing opposition from rightwing senators concerned by her continuing support of Bernanke''s quantitative easing programme, which they believe undermines the dollar and risks unleashing inflation ."
2483	2013-10-20	For Yellen, economics is not a dry subject: it is about real lives, and she believes it is worth risking a little inflation if it results in jobs."
2484	2013-10-20	The update came as the UK''s Civil Aviation Authority said it was satisfied with plans submitted by Gatwick airport to raise average charges by 0.5% above retail price inflation for seven years."
2485	2013-10-20	Whilst consumer confidence may be showing signs of improvement, we expect that household incomes will remain under pressure from inflation growing ahead of wages."
2486	2013-10-20	Harrison said that as UK inflation continued to outpace wage growth, the impact was still being felt in its restaurants business, which includes the Beefeater and Brewers Fayre brands."
2487	2013-10-20	And while some in Congress have decried her as a reckless dove who could jeopardise the Fed''s focus on inflation , back in 1996, when the Greenspan Fed was still in the grip of the idea that a near-miraculous increase in productivity was allowing the economy to expand rapidly without sparking inflation, Yellen warned the chair she believed the US was ""operating in an inflationary danger zone"", saying that she would have voted for a rate rise if the option had been on the table."
2488	2013-10-20	And while some in Congress have decried her as a reckless dove who could jeopardise the Fed''s focus on inflation, back in 1996, when the Greenspan Fed was still in the grip of the idea that a near-miraculous increase in productivity was allowing the economy to expand rapidly without sparking inflation , Yellen warned the chair she believed the US was ""operating in an inflationary danger zone"", saying that she would have voted for a rate rise if the option had been on the table."
2489	2013-10-20	Even at their highest point in late summer, oil prices remained roughly 25 percent below levels of five years ago, not counting inflation , and gasoline prices on Labor Day weekend were at multiyear lows."
2490	2013-10-20	Michael Lynch, president of Strategic Energy and Economic Research, a consultancy, said stable oil prices could reduce future inflation rates and particularly curb transportation costs, helping to steady prices of food and construction materials that travel long distances."
2491	2013-10-20	Lower inflation , he noted, can also help reduce interest rates."
2492	2013-10-20	Consumer Inflation Rises in China as Food Prices Jump By REUTERS BEIJING – China''s annual consumer inflation rate rose to a seven-month high of 3.1 percent in September, as poor weather drove up food prices , limiting room for the central bank to maneuver to support the economy, and exports unexpectedly declined."
2493	2013-10-20	Consumer Inflation Rises in China as Food Prices Jump By REUTERS BEIJING – China''s annual consumer inflation rate rose to a seven-month high of 3.1 percent in September, as poor weather drove up food prices , limiting room for the central bank to maneuver to support the economy, and exports unexpectedly declined."
2494	2013-10-20	But few analysts expect a further sharp rise in inflation or policy tightening in coming months as China faces a weak global environment and Beijing tries to reduce credit-fueled investment."
2495	2013-10-20	The inflation rate was higher than a median forecast of 2.9 percent in a Reuters poll and the 2.6 percent rate posted in August, but it was still below the official target of 3.5 percent for 2013."
2496	2013-10-20	Zhiwei Zhang, China economist in Hong Kong for Nomura, said that he expected inflation to rise further in the fourth quarter and saw ""rising risks that it may rise above 3.5 percent for some months in 2014."""
2497	2013-10-20	The rise of inflation , however, leaves little room for policy easing, he said, because benchmark interest rates are already low."
2498	2013-10-20	At the same time, analysts see little risk of a credit-tightening effort, given that inflation was below the full-year target."
2499	2013-10-20	Food prices increased 1.5 percent in September from August as a result of droughts and floods in some areas, pushing consumer inflation up 0.51 percentage point, Yu Qiumei, a senior statistician at the bureau, said in a statement."
2500	2013-10-20	Li Huiyong, an economist at Shenyin & Wanguo Securities in Shanghai, said he thought inflation was still under control and would not be a concern this year, ""especially when the economy is struggling with overcapacity problems."""
2501	2013-10-20	There is evidence that low inflation is hurting the American economy."
2502	2013-10-20	I''ve always said that a little inflation is good,"" Richard A. Galanti, Costco''s chief financial officer, said in December 2008."
2503	2013-10-20	This month, Mr. Galanti told analysts that sluggish inflation was one reason the company had reported its slowest revenue growth since the recession."
2504	2013-10-20	Executives at Walmart, Rent-A-Center and Spartan Stores, a Michigan grocery chain, have similarly bemoaned the lack of inflation in recent months."
