id	date	tss	tsi	adjectives	adverbs	all_caps_words	c_nouns	redups	chars	function_words	emojis	handles	hashtags	urls	hashtag_dict	handle_dict	url_dict	emoji_dict	lex_words	lines	multi_words	numerals	punct	p_nouns	q_marks	avg_sent_length	other_pos	single_words	tokens	words	tt_ratio	types	verbs	x_marks	topics	entities	tss_cat2	tss_cat3	tss_cat9	tsi_cat	profile
3365	20-9-14	50	0	1	0	0	7	0	153	10	0	0	0	0	{}	{}	{}	{}	12	1	1	0	3	1	0	25.0	1	9	25	25	0.84	21	2	0	"{'next year': 1, ""market''s expectations"": 1, 'change in inflation': 1}"	{}	NEG	NEU	Neutral	Factual	[]
3366	20-9-14	33	50	1	3	0	6	1	136	4	0	0	0	0	{}	{}	{}	{}	14	1	1	0	8	1	0	26.0	0	11	26	26	0.692	18	3	0	{'inflation environment': 1, 'food price war': 1}	{}	NEG	NEG	Fairly negative	Factual	[]
3367	20-9-14	0	100	0	0	1	5	0	142	12	0	0	0	0	{}	{}	{}	{}	12	1	0	4	4	4	0	32.0	3	10	32	32	0.75	24	4	0	{'inflation measure': 1}	{'Capital Economics': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
3368	20-9-14	50	50	5	0	1	12	1	226	19	0	0	0	0	{}	{}	{}	{}	24	1	2	2	8	1	0	53.0	2	20	53	53	0.736	39	6	0	{'import prices': 1, 'weak growth': 1, 'unit wages': 1, 'stable energy bills': 1, 'growth in unit': 1}	{}	POS	POS	Slightly positive	Factual	[50.0, 100.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 100.0, 25.0]
3369	20-9-14	29	100	9	1	0	17	0	331	14	0	0	0	0	{}	{}	{}	{}	37	1	5	0	3	3	0	54.0	0	22	54	54	0.87	47	7	0	{'eurozone crisis': 1, 'world debt': 1, 'concerted effort': 1, 'economic woes': 1, 'slow growth': 1, 'low inflation': 1, 'global debts': 1, 'borrowing binge': 1, 'long-term impact': 1, 'global economy': 1, 'new financial crisis': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[0.0, 50.0, 50.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 40.0]
3370	20-9-14	28	100	8	0	1	9	0	285	16	0	0	0	0	{}	{}	{}	{}	28	1	4	0	9	2	0	53.0	0	16	53	53	0.698	37	9	0	{'concerted effort': 1, 'poisonous combination': 1, 'global debt': 1, 'real growth': 1, 'gross domestic product': 1}	{}	NEG	NEG	Very negative	Extremely intense	[0.0, 100.0, 0.0, 50.0, 100.0, 0.0, 0.0, 50.0, 50.0, 33.0]
3371	20-9-14	0	100	0	1	0	7	0	121	9	0	0	0	0	{}	{}	{}	{}	11	1	0	4	3	2	0	27.0	3	10	27	27	0.815	22	2	0	{}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3372	20-9-14	50	100	3	1	0	6	0	159	9	0	0	0	0	{}	{}	{}	{}	12	1	1	2	5	0	0	28.0	1	11	28	28	0.75	21	3	0	{'current inflation environment': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3373	20-9-14	50	100	3	1	0	6	0	159	9	0	0	0	0	{}	{}	{}	{}	12	1	1	2	5	0	0	28.0	1	11	28	28	0.75	21	3	0	{'current inflation environment': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3374	20-9-14	0	50	1	2	0	16	1	343	30	0	0	0	0	{}	{}	{}	{}	27	1	4	3	12	0	0	72.0	2	23	72	72	0.708	51	9	0	{'rate rises': 1, 'interest rates': 1}	{}	NEG	NEG	Extremely negative	Factual	[]
3375	20-9-14	28	100	2	1	0	12	0	200	12	0	0	0	0	{}	{}	{}	{}	19	1	2	0	3	0	0	34.0	0	16	34	34	0.853	29	4	0	{'positive results': 1, 'widespread suspicion': 1, 'accommodation costs': 1, 'suspicion of unions': 1, 'lack of education': 1, 'inflation in food': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
3376	20-9-14	100	100	3	2	0	12	0	286	28	0	0	0	0	{}	{}	{}	{}	21	1	3	0	4	1	0	53.0	0	16	53	53	0.83	44	3	0	{'influential businessmen': 1, 'minimum wage': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
3377	20-9-14	33	100	3	0	0	12	0	194	16	0	0	0	0	{}	{}	{}	{}	18	1	2	0	4	0	0	19.0	1	15	38	38	0.816	31	2	0	{'wage growth': 1, 'persistent falls': 1, 'real pay': 1, 'such pressure': 1, 'household finances': 1, 'pressure on household': 1, 'new car sales': 1, 'car sales data': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3378	20-9-14	66	100	0	1	0	11	0	160	14	0	0	0	0	{}	{}	{}	{}	13	1	3	0	5	0	0	32.0	0	7	32	32	0.719	23	1	0	{'wage growth': 1, 'interest rates': 1, 'budget surplus': 1, 'government debt': 1}	{}	POS	POS	Fairly positive	Extremely intense	[]
3379	20-9-14	50	0	0	0	0	5	0	50	2	0	0	0	0	{}	{}	{}	{}	6	1	0	1	2	0	0	11.0	1	6	11	11	0.818	9	1	0	"{""kantar''s measure"": 1, 'food inflation': 1}"	{}	POS	NEU	Neutral	Factual	[]
3380	20-9-14	40	100	4	0	0	13	0	249	20	0	0	0	0	{}	{}	{}	{}	22	1	1	0	4	0	0	23.0	0	21	46	46	0.804	37	5	0	{'performing sectors': 1, 'pay growth': 1, 'economy wages': 1, 'savage recession': 1, 'rise in work': 1, 'many skilled workers': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3381	20-9-14	66	100	2	0	0	7	0	107	4	0	0	0	0	{}	{}	{}	{}	10	1	2	0	4	0	0	18.0	0	6	18	18	0.778	14	1	0	{'asset-price inflation': 1, 'bond yields': 1, 'poor substitutes': 1, 'economic growth': 1, 'substitutes for long-run': 1}	{}	POS	POS	Fairly positive	Extremely intense	[]
3382	20-9-14	66	100	4	0	6	13	0	328	7	0	0	0	0	{}	{}	{}	{}	33	1	3	8	4	12	0	52.0	6	21	52	52	0.769	40	6	0	{'european markets': 1, 'stock markets': 1, 'investors bet': 1, 'flagging economy': 1, 'eurozone inflation figures': 1}	{'Central Bank': 1}	POS	POS	Fairly positive	Extremely intense	[]
3383	20-9-14	0	100	4	1	0	15	0	289	18	0	0	0	0	{}	{}	{}	{}	24	1	1	4	8	1	0	27.0	2	25	54	54	0.778	42	5	0	"{'red faces': 1, ""faces at europe''s"": 1, ""europe''s statistics body"": 1, ""morning''s inflation data"": 1, 'unprocessed food': 1, 'core eurozone inflation': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3384	20-9-14	0	100	4	1	0	15	0	289	18	0	0	0	0	{}	{}	{}	{}	24	1	1	4	8	1	0	27.0	2	25	54	54	0.778	42	5	0	"{'red faces': 1, ""faces at europe''s"": 1, ""europe''s statistics body"": 1, ""morning''s inflation data"": 1, 'unprocessed food': 1, 'core eurozone inflation': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3385	20-9-14	0	100	1	0	0	9	0	228	20	0	0	0	0	{}	{}	{}	{}	19	1	1	0	4	4	0	43.0	1	12	43	43	0.744	32	4	0	{'next couple': 1, 'bank of england': 1, 'failure of wages': 1, 'rate of inflation': 1, 'little domestic pressure': 1, 'pressure on prices': 1, 'couple of years': 1}	{'Mark Carney': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
3386	20-9-14	100	100	2	0	0	5	0	88	3	0	0	0	0	{}	{}	{}	{}	11	1	0	0	2	1	0	16.0	0	11	16	16	0.875	14	3	0	{'recent data': 1, 'data on pay': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
3387	20-9-14	50	0	3	2	1	6	1	164	11	0	0	0	0	{}	{}	{}	{}	15	1	1	1	6	1	0	33.0	1	14	33	33	0.818	27	3	0	"{'five-year low': 1, 'first move': 1, ""next year''s election"": 1}"	{}	POS	NEU	Neutral	Factual	[]
3388	20-9-14	100	100	3	0	0	8	0	169	13	0	0	0	0	{}	{}	{}	{}	15	1	1	6	3	2	0	37.0	4	13	37	37	0.757	28	4	0	{'same month': 1, 'average annual pay': 1, 'bonuses while inflation': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
3389	20-9-14	50	100	2	1	0	10	0	218	20	0	0	0	0	{}	{}	{}	{}	16	1	3	0	4	0	0	40.0	0	11	40	40	0.75	30	3	0	{'few signs': 1, 'inflationary pressures': 1, 'depressing impact': 1, 'past increases': 1, 'exchange rate': 1, 'impact on prices': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3390	20-9-14	0	100	1	3	0	8	0	163	11	0	0	0	0	{}	{}	{}	{}	15	1	2	0	6	0	0	32.0	0	12	32	32	0.781	25	3	0	{'inflation target': 1, 'medium term': 1, 'unit labour costs': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3391	20-9-14	0	100	0	0	1	3	0	33	2	0	0	0	0	{}	{}	{}	{}	3	1	0	0	2	0	0	7.0	0	3	7	7	0.714	5	0	0	{'inflation problem': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3392	20-9-14	33	100	3	0	0	9	0	257	13	0	0	0	0	{}	{}	{}	{}	24	1	2	0	10	5	0	47.0	0	17	47	47	0.66	31	7	0	{'new efforts': 1, 'numerous indicators': 1, 'medium-term inflation outlook': 1}	{'Mario Draghi': 1, 'European Central Bank': 1}	NEG	NEG	Fairly negative	Extremely intense	[]
3393	20-9-14	50	0	1	1	0	6	0	103	6	0	0	0	0	{}	{}	{}	{}	9	1	1	2	6	0	0	23.0	3	6	23	23	0.739	17	0	0	"{""germany''s inflation rate"": 1}"	{}	POS	NEU	Neutral	Factual	[]
3394	20-9-14	50	100	4	0	0	11	0	236	17	0	0	0	0	{}	{}	{}	{}	24	1	2	0	5	3	0	46.0	0	19	46	46	0.761	35	6	0	{'low inflation': 1, 'new recession': 1}	{'Germany Versus': 1, 'Central Bank': 1}	POS	POS	Slightly positive	Extremely intense	[]
3395	20-9-14	100	100	2	0	2	11	0	249	18	0	0	0	0	{}	{}	{}	{}	23	1	4	1	4	7	0	46.0	1	14	46	46	0.783	36	3	0	{'consumer inflation': 1, 'central bank': 1, 'additional steps': 1, 'next year': 1, 'japan in august': 1, 'percent inflation rate': 1}	{'Cooling Off': 1}	POS	POS	Extremely positive	Extremely intense	[]
3396	20-9-14	100	100	2	0	2	11	0	249	18	0	0	0	0	{}	{}	{}	{}	23	1	4	1	4	7	0	46.0	1	14	46	46	0.783	36	3	0	{'consumer inflation': 1, 'central bank': 1, 'additional steps': 1, 'next year': 1, 'japan in august': 1, 'percent inflation rate': 1}	{'Cooling Off': 1}	POS	POS	Extremely positive	Extremely intense	[]
3397	20-9-14	100	100	2	0	2	11	0	249	18	0	0	0	0	{}	{}	{}	{}	23	1	4	1	4	7	0	46.0	1	14	46	46	0.783	36	3	0	{'consumer inflation': 1, 'central bank': 1, 'additional steps': 1, 'next year': 1, 'japan in august': 1, 'percent inflation rate': 1}	{'Cooling Off': 1}	POS	POS	Extremely positive	Extremely intense	[]
3398	20-9-14	0	100	1	0	0	11	0	193	13	0	0	0	0	{}	{}	{}	{}	17	1	2	4	4	4	0	38.0	4	9	38	38	0.737	28	1	0	{'percentage points': 1, 'bank of japan': 1, 'sales tax increase': 1, 'annual consumer inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3399	20-9-14	0	100	1	0	0	7	0	114	5	0	0	0	0	{}	{}	{}	{}	10	1	1	4	3	2	0	22.0	2	8	22	22	0.773	17	2	0	{'sales tax increase': 1, 'annual core inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3400	20-9-14	50	0	3	0	0	7	0	193	19	0	0	0	0	{}	{}	{}	{}	18	1	2	0	4	3	0	41.0	0	13	41	41	0.78	32	5	0	{'weak yen': 1, 'import prices': 1, 'bank of japan': 1, 'current fiscal year': 1, 'yen on import': 1}	{}	NEG	NEU	Neutral	Factual	[]
3401	20-9-14	40	100	2	0	0	15	0	241	15	0	0	0	0	{}	{}	{}	{}	22	1	4	0	5	0	0	42.0	0	14	42	42	0.786	33	5	0	{'lackluster inflation': 1, 'recent weakness': 1, 'consumer spending': 1, 'stimulus package': 1, 'next year': 1, 'weakness in consumer': 1, 'second sales tax': 1, 'sales tax increase': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3402	20-9-14	50	25	2	0	0	5	0	174	12	0	0	0	0	{}	{}	{}	{}	17	1	2	0	10	7	0	19.5	0	11	39	39	0.718	28	3	0	{'next year': 1, 'chief economist': 1, 'societe generale': 1}	{'Takuji Aida': 1}	POS	POS	Slightly positive	Factual	[]
3403	20-9-14	33	100	1	0	0	6	0	134	8	0	0	0	0	{}	{}	{}	{}	12	1	3	0	4	2	0	24.0	0	6	24	24	0.792	19	3	0	{'price expectations': 1, 'bank of japan': 1, 'tight labor market': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3404	20-9-14	0	100	3	1	0	7	0	160	10	0	0	0	0	{}	{}	{}	{}	12	1	3	3	4	1	0	29.0	2	6	29	29	0.759	22	1	0	"{'annual inflation': 1, 'official estimate': 1, ""central bank''s target"": 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3405	20-9-14	0	50	0	0	0	4	1	106	4	0	0	0	0	{}	{}	{}	{}	8	1	1	0	11	1	0	23.0	0	5	23	23	0.522	12	3	0	{'inflation rate': 1}	{}	NEG	NEG	Extremely negative	Factual	[]
3406	20-9-14	0	100	0	0	0	4	0	93	8	0	0	0	0	{}	{}	{}	{}	8	1	3	0	3	0	0	19.0	0	3	19	19	0.789	15	4	0	{'unemployment rate': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3407	20-9-14	40	50	4	0	0	11	0	256	22	0	0	0	0	{}	{}	{}	{}	23	1	3	0	5	1	0	50.0	0	18	50	50	0.8	40	7	0	{'clear signs': 1, 'wage inflation': 1, 'paper by ms': 1, 'signs of wage': 1, 'limited available pool': 1}	{}	NEG	NEG	Fairly negative	Factual	[]
3408	20-9-14	50	100	4	0	0	6	0	138	11	0	0	0	0	{}	{}	{}	{}	12	1	1	0	4	1	0	27.0	0	10	27	27	0.778	21	1	0	{'recent years': 1, 'such inflation': 1, 'median real income': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3409	20-9-14	0	33	2	0	0	8	1	233	17	0	0	0	0	{}	{}	{}	{}	22	1	0	0	10	5	0	49.0	0	18	49	49	0.694	34	7	0	{'sure garnishment': 1, 'amount for inflation': 1, 'seniors into poverty': 1}	{}	NEG	NEG	Extremely negative	Factual	[]
3410	20-9-14	33	100	3	0	0	9	0	192	10	0	0	0	0	{}	{}	{}	{}	18	1	1	1	3	0	0	32.0	1	16	32	32	0.812	26	6	0	{'recent data': 1, 'eurozone economy': 1, 'second quarter': 1, 'outright deflation': 1, 'member currency bloc': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3411	20-10-14	50	100	8	1	0	28	0	497	21	0	0	0	0	{}	{}	{}	{}	55	1	4	1	8	9	0	85.0	1	38	85	85	0.741	63	9	0	{'main residences': 2, 'capital gains tax': 2, 'property expert': 1, 'controversial charge': 1, 'housing shortage': 1, 'housing experts': 1, 'property inflation': 1, 'real estate': 1, 'unequal access': 1, 'owner-occupied homes': 1, 'bank of england': 1, 'monetary policy committee': 1}	{'Graham Turner': 1, 'Guardian Charge': 1, 'Kate Barker': 1}	POS	POS	Slightly positive	Extremely intense	[100.0, 100.0, 50.0, 50.0, 0.0, 50.0, 50.0, 100.0, 0.0, 33.0]
3412	20-10-14	66	100	1	0	0	13	0	187	12	0	0	0	0	{}	{}	{}	{}	18	1	1	0	4	0	0	34.0	0	16	34	34	0.765	26	4	0	{'housing inflation': 1, 'owner occupation': 1, 'housing assets': 1, 'investment motives': 1, 'rate of housing': 1, 'effective tax rate': 1}	{}	POS	POS	Fairly positive	Extremely intense	[]
3413	20-10-14	0	100	2	0	0	7	0	158	15	0	0	0	0	{}	{}	{}	{}	11	1	0	0	5	0	0	31.0	0	11	31	31	0.774	24	2	0	{'key measures': 1, 'measures of inequality': 1, 'relation to inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3414	20-10-14	0	100	1	0	1	3	0	107	10	0	0	0	0	{}	{}	{}	{}	8	1	1	0	2	2	0	20.0	0	7	20	20	0.9	18	2	0	{'near-zero inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3415	20-10-14	60	100	2	0	0	18	0	297	13	0	0	0	0	{}	{}	{}	{}	35	1	4	0	2	8	0	50.0	0	16	50	50	0.7	35	7	0	{'bank of england': 2, 'rise hinges': 1, 'deputy governor': 1, 'productivity rise': 1, 'wage growth': 1, 'productivity increases': 1, 'prompt rise': 1, 'interest rates': 1, 'interest rates rise': 1, 'rise in interest': 1}	{'Minouche Shafik': 1}	POS	POS	Fairly positive	Extremely intense	[50.0, 50.0, 50.0, 100.0, 50.0, 50.0, 0.0, 50.0, 100.0, 50.0]
3416	20-10-14	0	100	1	0	0	7	0	165	9	0	0	0	0	{}	{}	{}	{}	17	1	1	0	3	4	0	29.0	0	11	29	29	0.897	26	5	0	{'first interview': 1, 'charge of markets': 1, 'banking at threadneedle': 1}	{'Minouche Shafik': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
3417	20-10-14	0	100	2	0	0	8	0	146	10	0	0	0	0	{}	{}	{}	{}	14	1	1	1	3	1	0	28.0	1	11	28	28	0.75	21	3	0	{'wage rises': 1, 'prolonged period': 1, 'real pay': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3418	20-10-14	19	100	3	1	0	7	0	177	11	0	0	0	0	{}	{}	{}	{}	16	1	2	0	7	1	0	34.0	0	12	34	34	0.706	24	4	0	{'significant risk': 1, 'low inflation': 1, 'deflationary spiral': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
3419	20-10-14	50	50	1	1	0	10	1	210	19	0	0	0	0	{}	{}	{}	{}	14	1	3	5	4	0	0	42.0	4	10	42	42	0.786	33	3	0	{'government wages': 1, 'next year': 1, 'fall in wages': 1}	{}	POS	POS	Slightly positive	Factual	[]
3420	20-10-14	50	0	0	0	0	4	1	96	7	0	0	0	0	{}	{}	{}	{}	9	1	2	0	5	0	0	21.0	1	4	21	21	0.762	16	4	0	{'rate of inflation': 1}	{}	POS	NEU	Neutral	Factual	[]
3421	20-10-14	33	100	1	0	2	10	0	161	9	0	0	0	0	{}	{}	{}	{}	15	1	2	3	3	1	0	30.0	2	12	30	30	0.867	26	4	0	{'increases in earnings': 1, 'annual inflation rate': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3422	20-10-14	75	50	3	0	1	14	1	216	13	0	0	0	0	{}	{}	{}	{}	20	1	1	8	9	1	0	50.0	5	22	50	50	0.6	30	5	0	{'regular pay': 1, 'bit with growth': 1, 'regular pay growth': 1, 'real pay squeeze': 1}	{}	POS	POS	Very positive	Factual	[]
3423	20-10-14	100	100	3	1	0	6	0	165	10	0	0	0	0	{}	{}	{}	{}	17	1	1	1	7	4	0	35.0	1	11	35	35	0.743	26	3	0	{'chief economist': 1, 'british chambers': 1, 'rate of inflation': 1}	{'David Kern': 1}	POS	POS	Extremely positive	Extremely intense	[]
3424	20-10-14	60	100	3	1	0	10	0	314	22	0	0	0	0	{}	{}	{}	{}	27	1	3	0	11	8	0	60.0	2	18	60	60	0.683	41	3	0	{'inflation outlook': 1, 'quantitative easing': 1, 'large-scale purchases': 1, 'eurozone members': 1, 'sovereign bonds': 1, 'bank of japan': 1, 'bank of england': 1, 'purchases of eurozone': 1}	{}	POS	POS	Fairly positive	Extremely intense	[0.0, 0.0, 50.0, 50.0, 50.0, 100.0, 100.0, 50.0, 100.0, 50.0]
3425	20-10-14	100	100	2	0	0	8	0	129	6	0	0	0	0	{}	{}	{}	{}	11	1	1	0	2	0	0	19.0	0	9	19	19	0.842	16	1	0	{'credit easing': 1, 'eurozone inflation': 1, 'outlook for eurozone': 1, 'several transmission channels': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
3426	20-10-14	100	100	2	1	0	9	0	164	6	0	0	0	0	{}	{}	{}	{}	15	1	3	0	4	0	0	25.0	0	10	25	25	0.8	20	3	0	{'asset prices': 1, 'aggregate demand': 1, 'inflation expectations': 1, 'changes in asset': 1, 'private-sector credit growth': 1}	{}	POS	POS	Extremely positive	Extremely intense	[50.0, 50.0, 50.0, 50.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]
3427	20-10-14	50	100	4	0	1	9	0	204	15	0	0	0	0	{}	{}	{}	{}	17	1	4	0	10	1	0	42.0	0	10	42	42	0.714	30	3	0	{'animal spirits': 1, 'investor confidence': 1, 'credible commitment': 1, 'slow growth': 1, 'low inflation': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3428	20-10-14	71	100	8	0	1	12	0	248	18	0	0	0	0	{}	{}	{}	{}	23	1	5	0	6	1	0	47.0	0	12	47	47	0.702	33	2	0	{'short run': 1, 'slow progress': 1, 'third arrow': 1, 'structural reforms': 1, 'short-term fiscal stimulus': 1, 'current fiscal consolidation': 1, 'toll on growth': 1}	{}	POS	POS	Very positive	Extremely intense	[]
3429	20-10-14	83	50	2	1	1	5	1	229	15	0	0	0	0	{}	{}	{}	{}	21	1	2	0	9	6	0	45.0	0	14	45	45	0.711	32	7	0	{'extended period': 1, 'low inflation': 1}	{'Christine Lagarde': 1, 'International Monetary Fund': 1}	POS	POS	Extremely positive	Factual	[]
3430	20-10-14	100	100	2	0	0	6	0	156	9	0	0	0	0	{}	{}	{}	{}	16	1	0	1	6	3	0	32.0	1	14	32	32	0.719	23	5	0	{'unconventional measures': 1, 'stable inflation': 1}	{'Brenda Kelly': 1}	POS	POS	Extremely positive	Extremely intense	[]
3431	20-10-14	0	100	1	0	0	5	0	77	6	0	0	0	0	{}	{}	{}	{}	7	1	0	0	3	0	0	16.0	0	8	16	16	0.812	13	1	0	{'upcoming macro': 1, 'inflation data': 1, 'burden of proof': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3432	20-10-14	0	100	2	0	0	9	0	174	10	0	0	0	0	{}	{}	{}	{}	15	1	1	0	2	3	0	27.0	0	10	27	27	0.852	23	1	0	"{'confidence shock': 1, ""russia''s aggression"": 1, 'reform delays': 1, 'projected gradual rebound': 1, 'rebound of inflation': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3433	20-10-14	50	100	2	3	0	8	0	204	11	0	0	0	0	{}	{}	{}	{}	18	1	0	0	3	1	0	32.0	0	18	32	32	0.875	28	4	0	{'inflation expectations': 1, 'central banker': 1}	{}	POS	POS	Slightly positive	Extremely intense	[50.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 100.0, 50.0, 75.0]
3434	20-10-14	50	100	2	3	0	8	0	205	11	0	0	0	0	{}	{}	{}	{}	18	1	0	0	3	1	0	32.0	0	18	32	32	0.875	28	4	0	{'inflation expectations': 1, 'central banker': 1}	{}	POS	POS	Slightly positive	Extremely intense	[50.0, 50.0, 50.0, 0.0, 0.0, 50.0, 50.0, 100.0, 50.0, 75.0]
3435	20-10-14	50	100	2	0	0	10	0	238	19	0	0	0	0	{}	{}	{}	{}	21	1	1	0	3	2	0	43.0	0	19	43	43	0.814	35	7	0	"{'severe recession': 1, 'kit while': 1, 'eurozone inflation': 1, 'sovereign debt crisis': 1, ""bank''s emergency kit"": 1, 'other measures attempt': 1}"	{}	POS	POS	Slightly positive	Extremely intense	[100.0, 50.0, 0.0, 0.0, 50.0, 50.0, 100.0, 50.0, 0.0, 67.0]
3436	20-10-14	33	100	1	0	0	10	0	204	13	0	0	0	0	{}	{}	{}	{}	19	1	3	0	3	1	0	35.0	0	12	35	35	0.914	32	7	0	{'pay packets': 1, 'real terms': 1, 'many workers': 1, 'squeeze on households': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[]
3437	20-10-14	0	100	1	1	0	3	0	68	4	0	0	0	0	{}	{}	{}	{}	8	1	1	0	2	2	1	14.0	0	5	14	14	0.857	12	1	0	{'high inflation': 1}	{'Messenger Close': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
3438	20-10-14	0	100	7	1	0	6	0	149	9	0	0	0	0	{}	{}	{}	{}	14	1	2	0	5	0	0	28.0	0	10	28	28	0.786	22	0	0	{'slow growth': 1, 'high debt': 1, 'important question': 1, 'tremendous distributional pressures': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3439	20-10-14	50	100	4	1	0	4	0	118	3	0	0	0	0	{}	{}	{}	{}	11	1	2	0	3	0	0	17.0	1	7	17	17	0.824	14	1	0	{'central banks': 1, 'formidable barriers': 1, 'massive institutional improvements': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3440	20-10-14	50	0	3	0	1	9	0	158	10	0	0	0	0	{}	{}	{}	{}	16	1	0	4	7	4	0	37.0	3	13	37	37	0.622	23	1	0	{'first half': 1, 'transition economies': 1}	{'Latin America': 1}	POS	NEU	Neutral	Factual	[]
3441	20-10-14	50	0	1	1	0	4	0	73	3	0	0	0	0	{}	{}	{}	{}	6	1	0	2	4	0	0	15.0	1	7	15	15	0.733	11	1	0	{'early 1980s': 1, 'advanced-economy inflation': 1}	{}	NEG	NEU	Neutral	Factual	[]
3442	20-10-14	0	100	3	0	0	3	0	111	10	0	0	0	0	{}	{}	{}	{}	8	1	2	0	3	0	0	21.0	0	7	21	21	0.857	18	2	0	{'high inflation': 1, 'many analysts': 1, 'theoretical curiosity': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3443	20-10-14	0	100	4	1	0	6	0	143	12	0	0	0	0	{}	{}	{}	{}	13	1	2	0	3	0	0	28.0	0	10	28	28	0.857	24	2	0	{'social choice': 1, 'much central banks': 1, 'level of inflation': 1, 'mere technocratic decision': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
3444	20-10-14	50	100	0	0	0	3	0	111	12	0	0	0	0	{}	{}	{}	{}	7	1	0	0	2	0	0	21.0	1	6	21	21	0.857	18	3	0	{'very pressures': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3445	20-10-14	75	100	6	0	0	7	0	184	10	0	0	0	0	{}	{}	{}	{}	17	1	3	0	3	0	0	30.0	0	11	30	30	0.833	25	4	0	{'financial crisis': 1, 'technological advances': 1, 'central banks': 1, 'solid growth': 1, 'low inflation': 1}	{}	POS	POS	Very positive	Extremely intense	[]
3446	20-10-14	50	100	8	1	0	8	0	233	11	0	0	0	0	{}	{}	{}	{}	20	1	2	0	5	0	0	36.0	0	14	36	36	0.75	27	3	0	{'monetary authorities': 1, 'macroeconomic models': 1, 'monetary policy': 1, 'low inflation': 1, 'old-fashioned keynesian macroeconomic': 1, 'low interest rates': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3447	20-10-14	50	0	3	0	0	6	0	112	7	0	0	0	0	{}	{}	{}	{}	9	1	2	0	2	0	0	18.0	0	5	18	18	0.889	16	0	0	{'political choices': 1, 'technocratic decisions': 1, 'long-term inflation rate': 1}	{}	NEG	NEU	Neutral	Factual	[]
3448	20-10-14	50	100	2	0	0	3	0	74	6	0	0	0	0	{}	{}	{}	{}	7	1	1	0	2	0	0	15.0	0	5	15	15	0.867	13	2	0	{'quick tour': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
3449	20-10-14	50	0	1	0	1	12	0	286	14	0	0	0	0	{}	{}	{}	{}	21	1	3	20	13	15	0	68.0	11	14	68	68	0.559	38	2	0	{}	{'International Monetary': 1, 'World Economic Outlook': 1}	POS	NEU	Neutral	Factual	[]
